person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
37,74618.0,OTHER,6.0,PERSONAL,G,13090.0,20.33,0.18,N,18.0,1
21,93596.0,RENT,10.0,EDUCATION,D,29965.0,17.53,0.32,N,13.0,0
54,34288.0,RENT,0.0,VENTURE,F,17583.0,18.82,0.51,N,28.0,0
35,118850.0,RENT,3.0,HOMEIMPROVEMENT,C,4639.0,15.26,0.04,Y,5.0,0
60,99947.0,MORTGAGE,3.0,PERSONAL,F,14209.0,,0.14,N,27.0,0
55,113220.0,RENT,8.0,MEDICAL,G,8047.0,7.82,0.07,N,20.0,0
52,55091.0,OWN,,MEDICAL,A,21548.0,22.45,0.39,N,13.0,0
23,88872.0,OWN,10.0,HOMEIMPROVEMENT,B,7486.0,9.94,0.08,N,7.0,0
52,69216.0,OWN,0.0,MEDICAL,A,25850.0,9.95,0.37,N,13.0,0
33,113460.0,RENT,10.0,HOMEIMPROVEMENT,F,9851.0,21.65,0.09,Y,23.0,1
40,87162.0,MORTGAGE,,DEBTCONSOLIDATION,G,22928.0,21.6,0.26,Y,25.0,0
39,68785.0,MORTGAGE,8.0,PERSONAL,B,21350.0,,0.31,N,12.0,0
27,60997.0,RENT,9.0,MEDICAL,B,19261.0,23.16,0.32,N,12.0,0
26,79037.0,OTHER,7.0,EDUCATION,B,2980.0,8.58,0.04,N,21.0,0
22,60693.0,OTHER,9.0,PERSONAL,G,12065.0,13.29,0.2,N,23.0,0
36,92386.0,RENT,5.0,DEBTCONSOLIDATION,F,13446.0,8.17,0.15,N,11.0,0
52,45712.0,MORTGAGE,10.0,PERSONAL,E,26478.0,13.48,0.58,N,20.0,0
31,96214.0,OWN,3.0,HOMEIMPROVEMENT,E,22285.0,23.13,0.23,Y,16.0,1
41,25905.0,OTHER,10.0,HOMEIMPROVEMENT,B,31650.0,11.5,1.22,N,8.0,0
41,11591.0,OWN,5.0,DEBTCONSOLIDATION,C,9610.0,13.42,0.83,N,26.0,1
49,70159.0,MORTGAGE,5.0,DEBTCONSOLIDATION,D,12270.0,,0.17,N,11.0,0
57,23522.0,OTHER,1.0,VENTURE,F,25155.0,,1.07,N,14.0,0
57,91689.0,RENT,6.0,VENTURE,C,29537.0,,0.32,N,22.0,0
64,112376.0,OWN,8.0,EDUCATION,E,33657.0,15.37,0.3,N,23.0,1
27,13572.0,OWN,7.0,MEDICAL,F,19219.0,20.44,1.42,N,2.0,0
46,71680.0,OWN,2.0,PERSONAL,F,3173.0,14.22,0.04,N,4.0,0
46,68537.0,RENT,7.0,MEDICAL,B,12274.0,14.73,0.18,N,14.0,0
53,114282.0,RENT,3.0,PERSONAL,E,14266.0,,0.12,N,16.0,1
40,43061.0,OWN,9.0,EDUCATION,D,22628.0,17.88,0.53,N,18.0,0
49,101033.0,RENT,0.0,EDUCATION,A,8274.0,17.11,0.08,Y,20.0,0
52,97778.0,OTHER,2.0,PERSONAL,A,31064.0,20.06,0.32,N,23.0,0
47,76874.0,MORTGAGE,0.0,DEBTCONSOLIDATION,C,17558.0,13.39,0.23,Y,2.0,1
52,70542.0,OTHER,4.0,VENTURE,F,5973.0,9.42,0.08,N,5.0,0
24,71907.0,RENT,9.0,PERSONAL,G,7298.0,12.81,0.1,N,18.0,0
38,26151.0,MORTGAGE,10.0,DEBTCONSOLIDATION,B,25391.0,21.18,0.97,Y,27.0,0
23,102526.0,OWN,8.0,PERSONAL,G,28505.0,17.49,0.28,N,19.0,0
54,90916.0,OWN,6.0,PERSONAL,G,30789.0,19.9,0.34,N,21.0,1
36,106571.0,MORTGAGE,2.0,HOMEIMPROVEMENT,E,9682.0,16.95,0.09,N,16.0,0
63,55813.0,OTHER,6.0,PERSONAL,C,20441.0,19.89,0.37,Y,7.0,0
47,62627.0,OWN,,PERSONAL,C,18663.0,14.86,0.3,N,28.0,0
49,36117.0,OWN,7.0,PERSONAL,C,13501.0,7.2,0.37,Y,15.0,0
48,78034.0,OWN,3.0,DEBTCONSOLIDATION,D,13546.0,14.65,0.17,N,20.0,0
25,35483.0,RENT,2.0,EDUCATION,G,4501.0,23.14,0.13,Y,8.0,0
54,81264.0,OTHER,1.0,HOMEIMPROVEMENT,G,23971.0,7.04,0.29,N,24.0,0
60,66469.0,RENT,7.0,VENTURE,F,2223.0,21.5,0.03,N,14.0,0
56,28877.0,MORTGAGE,2.0,VENTURE,G,34005.0,11.96,1.18,N,10.0,0
43,72396.0,MORTGAGE,6.0,DEBTCONSOLIDATION,C,32670.0,7.04,0.45,N,9.0,1
48,102239.0,RENT,10.0,DEBTCONSOLIDATION,B,18368.0,14.95,0.18,N,21.0,0
50,13088.0,OWN,10.0,PERSONAL,D,24659.0,22.45,1.88,Y,21.0,0
54,114585.0,RENT,10.0,EDUCATION,A,27683.0,15.01,0.24,Y,15.0,0
52,33179.0,OTHER,1.0,HOMEIMPROVEMENT,A,6972.0,13.05,0.21,N,4.0,1
40,57954.0,OWN,4.0,EDUCATION,A,30578.0,5.77,0.53,N,16.0,0
51,32011.0,MORTGAGE,4.0,MEDICAL,F,2773.0,22.99,0.09,N,9.0,1
42,22839.0,OTHER,8.0,EDUCATION,G,12327.0,,0.54,N,8.0,1
52,62903.0,MORTGAGE,7.0,PERSONAL,G,17949.0,22.8,0.29,N,14.0,0
22,73561.0,OTHER,7.0,MEDICAL,B,30532.0,10.12,0.42,N,23.0,0
37,33625.0,OTHER,9.0,DEBTCONSOLIDATION,F,18278.0,13.17,0.54,N,10.0,0
44,28481.0,OTHER,1.0,PERSONAL,B,34347.0,6.22,1.21,N,5.0,0
61,107289.0,MORTGAGE,1.0,HOMEIMPROVEMENT,D,32542.0,14.33,0.3,N,18.0,0
50,29558.0,RENT,,HOMEIMPROVEMENT,A,8252.0,5.93,0.28,N,28.0,0
22,92307.0,RENT,9.0,HOMEIMPROVEMENT,D,10673.0,18.74,0.12,N,21.0,0
59,41104.0,OWN,6.0,MEDICAL,A,34421.0,15.72,0.84,N,8.0,0
43,108602.0,MORTGAGE,,PERSONAL,A,18161.0,7.21,0.17,N,4.0,0
51,63586.0,OWN,3.0,DEBTCONSOLIDATION,F,21646.0,15.96,0.34,N,22.0,0
41,54420.0,OWN,2.0,MEDICAL,A,23097.0,19.25,0.42,N,29.0,0
42,14061.0,OTHER,2.0,PERSONAL,F,13765.0,13.28,0.98,N,8.0,0
21,43241.0,OTHER,6.0,VENTURE,A,24921.0,8.93,0.58,N,26.0,1
46,72055.0,RENT,0.0,DEBTCONSOLIDATION,G,1958.0,20.48,0.03,N,27.0,0
61,91697.0,RENT,3.0,MEDICAL,D,12459.0,9.33,0.14,Y,5.0,1
21,80593.0,OWN,5.0,VENTURE,F,801.0,15.27,0.01,Y,4.0,0
45,54173.0,OWN,8.0,VENTURE,G,2420.0,11.22,0.04,N,6.0,0
36,15289.0,OWN,,MEDICAL,B,14385.0,10.85,0.94,Y,26.0,1
59,75180.0,RENT,0.0,EDUCATION,A,19314.0,8.68,0.26,N,13.0,1
52,116944.0,OWN,0.0,EDUCATION,C,21999.0,16.74,0.19,N,3.0,0
28,12221.0,RENT,1.0,PERSONAL,E,7556.0,20.9,0.62,N,26.0,0
62,73137.0,MORTGAGE,6.0,MEDICAL,B,4604.0,5.64,0.06,N,14.0,1
58,52942.0,MORTGAGE,6.0,MEDICAL,G,28702.0,11.07,0.54,Y,13.0,0
48,31635.0,OWN,4.0,VENTURE,B,32282.0,20.03,1.02,N,2.0,0
61,62763.0,RENT,3.0,VENTURE,D,19454.0,17.51,0.31,N,17.0,1
45,94562.0,MORTGAGE,9.0,HOMEIMPROVEMENT,E,29438.0,7.75,0.31,N,16.0,0
54,61072.0,RENT,5.0,VENTURE,D,14294.0,12.49,0.23,N,14.0,1
44,17075.0,RENT,7.0,DEBTCONSOLIDATION,B,14459.0,21.36,0.85,Y,28.0,0
43,32378.0,MORTGAGE,,EDUCATION,A,10153.0,,0.31,N,26.0,0
32,45084.0,OWN,6.0,PERSONAL,F,7864.0,,0.17,Y,7.0,0
26,60426.0,OWN,1.0,PERSONAL,F,10072.0,14.61,0.17,Y,26.0,0
55,89217.0,MORTGAGE,10.0,MEDICAL,F,22421.0,9.72,0.25,N,13.0,0
64,41584.0,OTHER,1.0,VENTURE,A,14273.0,7.08,0.34,Y,9.0,0
39,41245.0,RENT,5.0,MEDICAL,D,20741.0,18.22,0.5,N,21.0,0
20,68959.0,OTHER,,EDUCATION,B,22966.0,6.25,0.33,N,15.0,0
27,14983.0,OWN,0.0,DEBTCONSOLIDATION,B,17550.0,11.04,1.17,N,27.0,0
35,107785.0,RENT,4.0,EDUCATION,G,20346.0,10.36,0.19,Y,25.0,0
33,106927.0,MORTGAGE,0.0,MEDICAL,F,20792.0,8.55,0.19,N,15.0,0
31,40897.0,OWN,6.0,VENTURE,G,10997.0,15.28,0.27,N,17.0,0
42,50602.0,OWN,2.0,MEDICAL,B,30518.0,23.06,0.6,N,10.0,0
34,95538.0,OWN,8.0,VENTURE,C,16442.0,21.07,0.17,N,6.0,1
47,86034.0,MORTGAGE,4.0,VENTURE,F,23669.0,9.36,0.28,N,9.0,0
53,59411.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,3542.0,6.94,0.06,Y,21.0,0
21,78742.0,OTHER,9.0,MEDICAL,D,11704.0,19.86,0.15,N,27.0,0
51,118008.0,MORTGAGE,3.0,DEBTCONSOLIDATION,F,7390.0,17.69,0.06,Y,12.0,0
42,88466.0,OTHER,7.0,HOMEIMPROVEMENT,D,26437.0,16.84,0.3,N,10.0,0
41,85856.0,RENT,6.0,MEDICAL,A,1592.0,14.9,0.02,N,3.0,0
44,103550.0,RENT,5.0,EDUCATION,D,26277.0,18.48,0.25,N,5.0,1
41,113482.0,RENT,8.0,EDUCATION,D,14557.0,,0.13,N,11.0,0
41,107353.0,OWN,,PERSONAL,D,16769.0,14.61,0.16,N,9.0,0
61,48126.0,OWN,,EDUCATION,G,28023.0,,0.58,N,24.0,1
25,102288.0,OWN,3.0,HOMEIMPROVEMENT,G,28948.0,19.88,0.28,Y,14.0,0
34,80043.0,MORTGAGE,9.0,EDUCATION,D,23576.0,8.12,0.29,N,27.0,0
62,65610.0,MORTGAGE,,MEDICAL,F,6925.0,,0.11,Y,21.0,0
56,33925.0,OTHER,0.0,MEDICAL,G,895.0,,0.03,N,29.0,1
52,46276.0,OWN,,DEBTCONSOLIDATION,D,25511.0,,0.55,N,24.0,0
27,33689.0,MORTGAGE,9.0,EDUCATION,B,10782.0,21.82,0.32,N,18.0,0
63,73942.0,RENT,5.0,DEBTCONSOLIDATION,C,4440.0,16.94,0.06,N,13.0,1
63,64146.0,RENT,3.0,DEBTCONSOLIDATION,G,6661.0,9.18,0.1,N,20.0,0
24,25238.0,MORTGAGE,0.0,EDUCATION,E,17122.0,19.94,0.68,Y,6.0,0
58,70424.0,RENT,9.0,MEDICAL,F,16058.0,22.17,0.23,N,14.0,0
23,34807.0,RENT,2.0,VENTURE,F,20816.0,,0.6,N,2.0,0
25,115058.0,OTHER,10.0,VENTURE,B,27384.0,,0.24,N,12.0,0
64,84457.0,RENT,0.0,VENTURE,B,29023.0,17.35,0.34,N,27.0,0
51,21204.0,OWN,4.0,DEBTCONSOLIDATION,F,4706.0,22.08,0.22,N,3.0,0
49,113820.0,MORTGAGE,7.0,VENTURE,B,1254.0,10.66,0.01,Y,13.0,0
54,75245.0,MORTGAGE,,HOMEIMPROVEMENT,B,16547.0,11.57,0.22,N,26.0,0
59,48567.0,OWN,1.0,PERSONAL,D,29366.0,6.67,0.6,N,13.0,0
35,45697.0,RENT,,PERSONAL,E,22632.0,18.61,0.5,N,6.0,0
32,100429.0,OTHER,5.0,HOMEIMPROVEMENT,E,13928.0,20.01,0.14,Y,25.0,0
61,11530.0,OTHER,5.0,DEBTCONSOLIDATION,G,2989.0,9.56,0.26,N,13.0,0
49,106777.0,OWN,4.0,MEDICAL,D,34811.0,21.18,0.33,N,15.0,0
38,34297.0,RENT,6.0,EDUCATION,F,33972.0,14.12,0.99,N,26.0,1
36,84838.0,OWN,0.0,DEBTCONSOLIDATION,D,15544.0,10.12,0.18,Y,18.0,0
38,58906.0,OTHER,9.0,VENTURE,E,18428.0,,0.31,Y,2.0,0
47,76251.0,RENT,3.0,EDUCATION,B,28091.0,15.67,0.37,Y,19.0,0
45,85069.0,OWN,10.0,HOMEIMPROVEMENT,G,12322.0,11.35,0.14,N,27.0,0
56,70748.0,OWN,5.0,MEDICAL,D,5701.0,17.08,0.08,N,10.0,1
45,50295.0,RENT,3.0,VENTURE,B,16232.0,19.56,0.32,Y,3.0,0
42,62464.0,OTHER,5.0,HOMEIMPROVEMENT,B,8935.0,18.15,0.14,N,14.0,0
28,17223.0,RENT,1.0,PERSONAL,F,19473.0,12.08,1.13,Y,10.0,0
31,23421.0,OTHER,10.0,PERSONAL,D,22481.0,19.97,0.96,N,17.0,0
20,103232.0,MORTGAGE,8.0,DEBTCONSOLIDATION,D,6180.0,17.25,0.06,N,5.0,0
20,24066.0,OTHER,3.0,MEDICAL,F,25979.0,10.48,1.08,N,17.0,0
53,119583.0,OTHER,4.0,DEBTCONSOLIDATION,E,28056.0,20.82,0.23,Y,17.0,1
51,31576.0,MORTGAGE,6.0,HOMEIMPROVEMENT,D,4830.0,5.91,0.15,N,24.0,0
44,92121.0,OWN,7.0,MEDICAL,A,2418.0,16.91,0.03,N,3.0,0
59,12140.0,OWN,0.0,DEBTCONSOLIDATION,F,2300.0,14.89,0.19,N,5.0,0
64,69016.0,OTHER,6.0,EDUCATION,B,19996.0,17.47,0.29,N,12.0,0
20,117552.0,MORTGAGE,9.0,DEBTCONSOLIDATION,B,1015.0,,0.01,N,27.0,0
35,111975.0,MORTGAGE,8.0,EDUCATION,F,17601.0,22.52,0.16,N,18.0,1
58,51378.0,RENT,1.0,MEDICAL,C,3610.0,11.46,0.07,N,7.0,0
24,17370.0,OTHER,10.0,EDUCATION,B,33800.0,10.37,1.95,N,4.0,0
41,61750.0,MORTGAGE,1.0,EDUCATION,A,3921.0,10.35,0.06,N,18.0,0
48,105052.0,OWN,10.0,DEBTCONSOLIDATION,B,7656.0,14.2,0.07,N,18.0,1
22,22022.0,MORTGAGE,3.0,EDUCATION,F,34915.0,17.24,1.59,N,13.0,1
31,69222.0,MORTGAGE,,VENTURE,G,16394.0,6.85,0.24,Y,8.0,0
45,28328.0,MORTGAGE,0.0,VENTURE,B,18891.0,21.68,0.67,N,21.0,1
35,12929.0,MORTGAGE,8.0,MEDICAL,C,6500.0,10.12,0.5,N,25.0,0
56,53727.0,OWN,,VENTURE,B,25430.0,5.65,0.47,N,11.0,1
41,78919.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3832.0,21.9,0.05,N,12.0,0
48,62692.0,OTHER,2.0,EDUCATION,D,28578.0,9.67,0.46,N,29.0,0
33,59545.0,MORTGAGE,5.0,EDUCATION,G,34197.0,17.21,0.57,Y,10.0,1
47,102968.0,OWN,6.0,MEDICAL,D,11464.0,6.05,0.11,Y,16.0,0
24,86647.0,OTHER,3.0,EDUCATION,B,18240.0,16.4,0.21,Y,23.0,0
49,58338.0,MORTGAGE,1.0,EDUCATION,F,30790.0,10.22,0.53,N,20.0,0
24,115314.0,OWN,,EDUCATION,D,26233.0,,0.23,N,3.0,0
31,69962.0,OTHER,4.0,MEDICAL,E,20576.0,6.54,0.29,N,18.0,1
35,107435.0,MORTGAGE,,VENTURE,E,16545.0,21.31,0.15,N,21.0,1
45,33161.0,MORTGAGE,6.0,HOMEIMPROVEMENT,A,15498.0,21.95,0.47,N,17.0,0
45,18823.0,MORTGAGE,9.0,VENTURE,B,8202.0,20.14,0.44,N,20.0,0
40,102968.0,OTHER,9.0,PERSONAL,D,15857.0,10.65,0.15,N,16.0,0
58,43089.0,RENT,2.0,DEBTCONSOLIDATION,D,16351.0,5.42,0.38,N,16.0,0
55,70850.0,MORTGAGE,1.0,PERSONAL,A,16495.0,9.71,0.23,N,9.0,0
52,31053.0,OWN,1.0,MEDICAL,E,9568.0,15.88,0.31,N,23.0,0
49,27447.0,RENT,10.0,MEDICAL,G,13736.0,11.29,0.5,Y,29.0,0
56,99841.0,MORTGAGE,,HOMEIMPROVEMENT,G,5004.0,7.79,0.05,N,9.0,0
42,13111.0,OWN,,VENTURE,B,8309.0,8.98,0.63,N,18.0,0
29,68820.0,MORTGAGE,10.0,HOMEIMPROVEMENT,E,25622.0,19.75,0.37,Y,11.0,0
24,103029.0,OWN,3.0,HOMEIMPROVEMENT,A,3022.0,11.0,0.03,Y,7.0,0
55,86521.0,MORTGAGE,3.0,EDUCATION,B,18503.0,7.81,0.21,Y,19.0,0
53,78622.0,OWN,4.0,PERSONAL,A,23651.0,16.04,0.3,N,27.0,1
50,62963.0,OWN,2.0,MEDICAL,A,23134.0,15.58,0.37,N,3.0,0
29,62503.0,RENT,10.0,DEBTCONSOLIDATION,G,33392.0,12.56,0.53,N,3.0,0
38,99000.0,RENT,0.0,PERSONAL,D,13673.0,,0.14,N,10.0,1
51,51918.0,OTHER,3.0,DEBTCONSOLIDATION,E,30285.0,10.02,0.58,N,16.0,0
20,112447.0,OWN,0.0,HOMEIMPROVEMENT,A,25087.0,17.8,0.22,Y,24.0,0
24,81868.0,OWN,,DEBTCONSOLIDATION,F,30441.0,,0.37,N,6.0,0
64,114751.0,RENT,7.0,VENTURE,A,5989.0,15.81,0.05,N,3.0,1
23,52542.0,OTHER,4.0,VENTURE,F,14292.0,13.96,0.27,N,13.0,0
35,116167.0,OWN,1.0,DEBTCONSOLIDATION,B,17135.0,7.89,0.15,N,13.0,0
43,78712.0,MORTGAGE,,PERSONAL,B,21859.0,12.52,0.28,N,8.0,0
35,12416.0,MORTGAGE,4.0,VENTURE,E,11528.0,14.61,0.93,N,17.0,0
21,50436.0,OTHER,4.0,PERSONAL,E,2165.0,6.0,0.04,N,22.0,0
47,84187.0,OWN,0.0,VENTURE,F,32216.0,19.68,0.38,N,17.0,0
51,20486.0,OWN,4.0,EDUCATION,G,29455.0,18.31,1.44,N,25.0,0
46,28695.0,RENT,7.0,MEDICAL,E,7383.0,9.98,0.26,N,28.0,0
39,11229.0,RENT,9.0,EDUCATION,G,21306.0,9.81,1.9,N,11.0,1
43,77066.0,OWN,1.0,EDUCATION,F,31544.0,11.03,0.41,N,5.0,0
31,52347.0,MORTGAGE,7.0,MEDICAL,G,15616.0,,0.3,N,26.0,0
54,111101.0,RENT,7.0,VENTURE,F,12316.0,21.45,0.11,N,27.0,0
52,11363.0,MORTGAGE,,VENTURE,D,13188.0,8.51,1.16,Y,23.0,1
52,112806.0,MORTGAGE,0.0,EDUCATION,D,24445.0,5.53,0.22,N,20.0,0
62,92372.0,MORTGAGE,3.0,VENTURE,A,21437.0,18.64,0.23,N,15.0,0
56,95824.0,MORTGAGE,4.0,DEBTCONSOLIDATION,B,3756.0,13.21,0.04,N,20.0,0
31,97916.0,OTHER,9.0,DEBTCONSOLIDATION,G,25349.0,17.07,0.26,N,6.0,0
22,55869.0,OTHER,7.0,VENTURE,D,22761.0,20.97,0.41,N,13.0,0
20,59729.0,RENT,2.0,DEBTCONSOLIDATION,C,27640.0,21.96,0.46,N,27.0,1
52,30303.0,OWN,0.0,MEDICAL,E,668.0,12.65,0.02,N,17.0,1
59,119508.0,OTHER,6.0,EDUCATION,B,11005.0,9.8,0.09,N,24.0,0
29,82853.0,OWN,3.0,VENTURE,F,2372.0,19.66,0.03,N,18.0,0
62,13264.0,RENT,9.0,HOMEIMPROVEMENT,A,15049.0,12.14,1.13,N,5.0,0
63,28315.0,MORTGAGE,,EDUCATION,B,16757.0,7.17,0.59,N,12.0,1
48,112546.0,OWN,4.0,MEDICAL,B,6984.0,18.34,0.06,Y,23.0,0
32,88229.0,OTHER,5.0,EDUCATION,A,14215.0,18.63,0.16,Y,28.0,0
31,92102.0,OWN,3.0,VENTURE,D,5639.0,9.03,0.06,Y,3.0,0
50,70521.0,OTHER,0.0,MEDICAL,C,6685.0,5.87,0.09,N,23.0,0
21,34811.0,OWN,10.0,HOMEIMPROVEMENT,F,24732.0,7.55,0.71,N,29.0,0
54,43405.0,OTHER,7.0,MEDICAL,D,5058.0,11.01,0.12,N,21.0,1
42,62157.0,MORTGAGE,10.0,DEBTCONSOLIDATION,F,14498.0,,0.23,N,16.0,0
36,69823.0,OWN,8.0,VENTURE,E,1748.0,21.2,0.03,N,9.0,0
45,29856.0,RENT,2.0,MEDICAL,F,11709.0,14.55,0.39,N,15.0,0
27,102902.0,OWN,9.0,MEDICAL,C,20989.0,21.11,0.2,N,3.0,0
48,56970.0,OTHER,3.0,HOMEIMPROVEMENT,C,11162.0,8.76,0.2,Y,14.0,0
45,110674.0,OWN,4.0,HOMEIMPROVEMENT,D,20223.0,19.24,0.18,N,23.0,0
29,117780.0,RENT,9.0,EDUCATION,D,31632.0,7.05,0.27,N,5.0,1
45,60787.0,MORTGAGE,8.0,DEBTCONSOLIDATION,E,18787.0,20.01,0.31,N,15.0,0
53,118219.0,OWN,4.0,EDUCATION,E,18880.0,12.07,0.16,N,29.0,0
60,86174.0,MORTGAGE,6.0,MEDICAL,F,684.0,17.35,0.01,N,20.0,0
26,96352.0,MORTGAGE,2.0,MEDICAL,B,8466.0,22.2,0.09,N,26.0,0
23,30598.0,MORTGAGE,0.0,EDUCATION,A,11646.0,,0.38,N,21.0,0
64,52541.0,OTHER,5.0,EDUCATION,D,33232.0,9.14,0.63,N,3.0,0
30,20652.0,OWN,9.0,MEDICAL,F,3863.0,18.09,0.19,N,17.0,0
48,26963.0,OWN,0.0,MEDICAL,A,29616.0,11.75,1.1,Y,21.0,0
55,42223.0,RENT,5.0,DEBTCONSOLIDATION,D,26611.0,17.1,0.63,N,6.0,1
44,41024.0,MORTGAGE,7.0,MEDICAL,G,12058.0,6.97,0.29,N,9.0,1
40,13941.0,OTHER,8.0,HOMEIMPROVEMENT,G,34952.0,5.57,2.51,Y,19.0,0
55,83923.0,OTHER,7.0,MEDICAL,C,12253.0,22.01,0.15,N,22.0,0
29,84060.0,RENT,4.0,VENTURE,F,7934.0,22.23,0.09,N,8.0,0
56,111395.0,OWN,6.0,PERSONAL,E,5195.0,8.05,0.05,Y,18.0,0
28,113022.0,OWN,5.0,PERSONAL,C,3915.0,22.15,0.03,N,9.0,0
43,51617.0,OTHER,8.0,MEDICAL,D,3530.0,15.53,0.07,N,17.0,1
54,100815.0,OTHER,3.0,DEBTCONSOLIDATION,F,11431.0,15.56,0.11,N,16.0,0
54,64704.0,RENT,7.0,VENTURE,E,16362.0,18.48,0.25,N,9.0,0
55,36025.0,OTHER,,MEDICAL,B,27156.0,18.99,0.75,N,21.0,0
37,93172.0,OTHER,10.0,VENTURE,G,30604.0,9.65,0.33,Y,5.0,0
58,117019.0,RENT,8.0,EDUCATION,E,21065.0,19.77,0.18,N,3.0,0
51,53224.0,MORTGAGE,6.0,DEBTCONSOLIDATION,E,34325.0,19.97,0.64,N,26.0,0
43,23277.0,OTHER,,PERSONAL,F,4953.0,8.72,0.21,N,3.0,0
42,58718.0,OWN,6.0,VENTURE,D,16194.0,16.66,0.28,Y,23.0,0
51,110726.0,MORTGAGE,1.0,HOMEIMPROVEMENT,A,22192.0,18.66,0.2,N,7.0,0
56,50995.0,OTHER,8.0,HOMEIMPROVEMENT,E,20333.0,15.85,0.4,N,24.0,1
31,117271.0,MORTGAGE,,MEDICAL,D,12465.0,10.87,0.11,N,15.0,0
32,17539.0,OTHER,4.0,EDUCATION,F,10776.0,10.45,0.61,Y,10.0,0
42,42853.0,OWN,9.0,DEBTCONSOLIDATION,E,23348.0,22.75,0.54,N,10.0,0
44,36811.0,OTHER,2.0,HOMEIMPROVEMENT,D,18037.0,20.33,0.49,N,19.0,1
54,102464.0,OWN,3.0,VENTURE,C,6732.0,10.09,0.07,N,18.0,0
60,16909.0,OTHER,9.0,EDUCATION,G,17991.0,19.88,1.06,N,11.0,0
49,103605.0,OTHER,1.0,HOMEIMPROVEMENT,F,31073.0,10.82,0.3,N,21.0,0
36,63433.0,MORTGAGE,2.0,VENTURE,G,5363.0,22.28,0.08,N,8.0,0
39,56084.0,RENT,5.0,VENTURE,D,13445.0,19.77,0.24,N,27.0,0
44,112957.0,OWN,,VENTURE,C,14996.0,19.87,0.13,N,11.0,1
41,83569.0,MORTGAGE,0.0,DEBTCONSOLIDATION,C,20207.0,6.27,0.24,N,20.0,0
32,66816.0,RENT,1.0,DEBTCONSOLIDATION,A,10202.0,6.59,0.15,N,25.0,0
38,20748.0,MORTGAGE,3.0,PERSONAL,G,31197.0,19.9,1.5,N,26.0,0
55,80602.0,OWN,0.0,VENTURE,C,2356.0,13.44,0.03,Y,2.0,0
31,72465.0,RENT,5.0,EDUCATION,D,4298.0,22.08,0.06,N,23.0,1
60,59408.0,RENT,,HOMEIMPROVEMENT,A,909.0,17.7,0.02,N,7.0,0
38,21998.0,RENT,3.0,MEDICAL,G,34583.0,11.39,1.57,Y,9.0,0
31,23764.0,OWN,1.0,VENTURE,A,13799.0,10.13,0.58,N,24.0,0
28,109751.0,OWN,9.0,PERSONAL,A,20085.0,22.03,0.18,N,2.0,0
26,55379.0,MORTGAGE,3.0,HOMEIMPROVEMENT,G,20571.0,8.3,0.37,N,2.0,0
47,91394.0,OTHER,,HOMEIMPROVEMENT,C,21065.0,15.29,0.23,Y,27.0,0
33,114004.0,OTHER,7.0,DEBTCONSOLIDATION,D,8805.0,11.3,0.08,N,22.0,0
50,69588.0,OTHER,5.0,PERSONAL,E,32713.0,21.47,0.47,Y,20.0,0
38,111647.0,OTHER,10.0,PERSONAL,G,32985.0,23.05,0.3,N,12.0,1
35,92613.0,MORTGAGE,0.0,VENTURE,E,10123.0,15.27,0.11,N,25.0,0
24,72398.0,OWN,4.0,VENTURE,A,31020.0,6.53,0.43,N,15.0,0
54,85793.0,MORTGAGE,10.0,EDUCATION,B,832.0,22.7,0.01,N,5.0,0
31,57210.0,RENT,5.0,EDUCATION,G,31064.0,13.12,0.54,N,11.0,0
44,54560.0,OWN,3.0,PERSONAL,F,20284.0,13.3,0.37,N,19.0,0
40,79201.0,OWN,3.0,EDUCATION,F,31895.0,,0.4,N,11.0,1
55,110978.0,OTHER,2.0,HOMEIMPROVEMENT,E,32265.0,10.86,0.29,Y,12.0,0
42,118894.0,MORTGAGE,9.0,EDUCATION,D,8220.0,,0.07,N,24.0,0
35,26734.0,OTHER,9.0,MEDICAL,A,8666.0,20.19,0.32,Y,4.0,0
58,84376.0,OWN,5.0,EDUCATION,B,32896.0,9.96,0.39,N,8.0,0
64,87598.0,OTHER,,PERSONAL,G,32022.0,13.69,0.37,Y,17.0,0
61,82580.0,RENT,8.0,VENTURE,D,3249.0,9.31,0.04,N,28.0,0
58,12063.0,OWN,6.0,DEBTCONSOLIDATION,F,15031.0,5.69,1.25,N,10.0,0
33,32313.0,RENT,8.0,VENTURE,B,26588.0,14.73,0.82,N,8.0,0
50,37087.0,OWN,,PERSONAL,G,15037.0,8.76,0.41,N,22.0,0
24,55779.0,OTHER,5.0,DEBTCONSOLIDATION,E,8101.0,11.52,0.15,N,19.0,0
54,50181.0,OWN,1.0,HOMEIMPROVEMENT,B,29061.0,9.45,0.58,N,22.0,0
42,28205.0,OWN,5.0,MEDICAL,C,31288.0,15.99,1.11,N,2.0,0
48,22464.0,MORTGAGE,6.0,PERSONAL,C,5606.0,,0.25,N,21.0,0
62,119086.0,MORTGAGE,1.0,PERSONAL,G,24663.0,,0.21,N,25.0,0
30,37132.0,RENT,0.0,HOMEIMPROVEMENT,A,13797.0,7.71,0.37,N,20.0,0
